name,scores
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,0
AlbertGaming,1
AlbertGaming,1
AlbertGaming,1
AlbertGaming,1
AlbertGaming,0
AlbertGaming,0
asa,0
marius,0
a,0
